1_graph	8_frantfreqparm
acheta	4.39
achetable	0.10
achetables	0.10
achetai	1.06
achetaient	1.48
achetais	0.77
achetait	3.87
achetant	1.52
achetassent	0.03
acheter	35.26
acheteur	3.16
acheteurs	3.68
acheteuse	0.16
acheteuses	0.10
achetez	0.71
achetiez	0.10
achetions	0.35
achetons	0.29
achetâmes	0.13
achetât	0.10
achetèrent	0.65
acheté	16.35
achetée	3.65
achetées	2.16
achetés	3.13
acheuléen	0.06
acheva	7.23
achevai	0.29
achevaient	2.29
achevais	0.32
achevait	7.48
achevant	1.77
achever	11.58
achevez	0.03
achevions	0.19
achevons	0.26
achevâmes	0.03
achevât	0.29
achevèrent	1.06
achevé	12.81
achevée	7.13
achevées	1.35
achevés	1.39
achille	9.45
achillée	0.03
achondroplase	0.06
achondroplases	0.10
achondroplasie	0.03
achoppa	0.03
achoppai	0.03
achoppaient	0.03
achoppais	0.10
achoppait	0.06
achoppant	0.03
achoppe	0.26
achoppement	0.42
achoppé	0.06
achoppée	0.03
achromatique	0.42
achromatiques	0.32
achromatiser	0.03
achromatisé	0.03
achromatisée	0.03
achromiques	0.03
achronique	0.03
achète	10.32
achètent	2.35
achètera	0.52
achèterai	1.06
achèteraient	0.19
achèterais	0.32
achèterait	0.71
achèteras	0.32
achèterez	0.13
achèteriez	0.03
achèterions	0.03
achèterons	0.23
achèteront	0.39
achètes	0.42
achève	11.97
achèvement	5.52
achèvements	0.06
achèvent	2.55
achèvera	0.61
achèverai	0.03
achèveraient	0.19
achèverait	0.52
achèverons	0.03
achèveront	0.19
achéen	0.03
achéenne	0.10
achéennes	0.03
achéens	0.13
achéménide	0.06
achéménides	0.29
achéron	0.19
acide	34.77
acides	16.45
acidifiant	0.03
acidification	0.13
acidifie	0.13
acidifier	0.03
acidifié	0.03
acidifiée	0.03
acidifiées	0.03
acidité	1.29
acidités	0.10
acidophiles	0.26
acidose	0.13
acidulé	0.42
acidulée	0.23
acidulées	0.19
acidulés	0.32
acier	31.61
aciers	1.68
acinus	0.06
aciérie	0.52
aciéries	0.74
acmé	0.06
acné	0.81
acnéique	0.03
acnéiques	0.06
acnés	0.06
aco	0.06
acolyte	0.42
acolytes	0.74
acomat	0.35
acompte	0.61
acomptes	0.26
acon	0.06
aconiers	0.03
aconit	0.26
aconitine	0.03
aconits	0.03
acoquina	0.03
acoquine	0.06
acoquiner	0.19
acoquiné	0.06
acoquinée	0.06
acoquinés	0.13
acotylédone	0.03
acousticien	0.10
acousticiens	0.03
acoustique	3.13
acoustiquement	0.03
acoustiques	1.23
acquerra	0.10
acquerrai	0.03
acquerraient	0.13
acquerrait	0.13
acquerrons	0.03
acquerront	0.19
acquiers	0.10
acquiert	4.81
acquiesce	1.29
acquiescement	2.03
acquiescements	0.23
acquiescent	0.13
acquiescer	0.87
acquiesceront	0.03
acquiescèrent	0.06
acquiescé	0.55
acquiesça	2.23
acquiesçai	0.45
acquiesçaient	0.06
acquiesçais	0.16
acquiesçait	0.55
acquiesçant	0.19
acquiesçons	0.03
acquirent	0.35
acquis	28.58
acquise	10.90
acquises	7.26
acquisitif	0.06
acquisitifs	0.10
acquisition	10.00
acquisitions	6.10
acquisitive	0.03
acquisitives	0.03
acquit	2.29
acquits	0.03
acquitta	0.32
acquittai	0.03
acquittaient	0.16
acquittais	0.19
acquittait	0.55
acquittant	0.19
acquitte	1.00
acquittement	0.55
acquittements	0.03
acquittent	0.23
acquitter	2.19
acquittera	0.10
acquitterai	0.03
acquitteraient	0.06
acquitterait	0.03
acquitterez	0.06
acquittes	0.03
acquittez	0.03
acquittions	0.03
acquittât	0.03
acquittèrent	0.03
acquitté	1.00
acquittée	0.32
acquittées	0.03
acquittés	0.23
acquière	0.39
acquièrent	2.71
acquéraient	0.13
acquérais	0.13
acquérait	0.55
acquérant	0.65
acquéreur	1.03
acquéreurs	0.55
acquérez	0.03
acquérions	0.06
acquérir	13.16
acquérons	0.06
acquêt	0.03
acquêts	0.16
acquît	0.06
acra	0.06
acre	2.39
acres	0.23
acridine	0.03
acrilan	0.03
acrimonie	0.42
acrimonieuse	0.03
acrimonieusement	0.03
acrimonieuses	0.10
acrobate	1.61
acrobates	1.32
acrobatie	0.71
acrobaties	0.90
acrobatique	0.77
acrobatiquement	0.06
acrobatiques	0.52
acrocentrique	0.03
acrocyanose	0.06
acrocéphale	0.03
acroléine	0.06
acromion	0.06
acromégalie	0.77
acromégalique	0.10
acromégaliques	0.06
acron	0.06
acronyme	0.03
acropathie	0.03
acropole	1.48
acrosome	0.03
acrostiche	0.03
acrostiches	0.06
acrotère	0.06
acrylique	0.29
acryliques	0.19
acré	0.10
acta	0.19
acte	56.52
actes	38.84
acteur	13.55
acteurs	12.68
acth	1.61
actif	14.94
actifs	7.77
actine	0.10
actinie	0.06
actinies	0.39
actinique	0.03
actinium	0.23
actinologie	0.03
actinomycose	0.10
actinomycoses	0.03
actinomycètes	0.10
actinomètres	0.06
actinométriques	0.06
action	205.35
actionna	0.23
actionnai	0.10
actionnaient	0.32
actionnaire	1.06
actionnaires	4.19
actionnais	0.03
actionnait	0.58
actionnant	0.94
actionnariat	0.13
actionne	1.19
actionnement	0.06
actionnent	0.29
actionner	1.35
actionnerait	0.03
actionneront	0.03
actionnât	0.03
actionnèrent	0.03
actionné	2.06
actionnée	0.55
actionnées	0.35
actionnés	0.58
actions	38.87
activa	0.13
activai	0.03
activaient	0.35
activait	0.65
activant	0.39
activants	0.03
activateur	0.06
activateurs	0.19
activation	1.29
activatrice	0.03
active	23.94
activement	5.52
activent	0.45
activer	1.23
activerait	0.03
actives	5.87
activeurs	0.03
activez	0.10
activisme	0.45
activiste	0.39
activistes	0.52
activité	104.19
activités	48.39
activons	0.16
activèrent	0.06
activé	0.35
activée	0.29
activées	0.32
activés	0.13
actrice	4.61
actrices	2.10
actuaire	0.06
actuaires	0.03
actualisable	0.03
actualisant	0.06
actualisation	0.87
actualise	0.52
actualisent	0.23
actualiser	0.42
actualisera	0.03
actualiseraient	0.03
actualisme	0.10
actualisons	0.06
actualisé	0.19
actualisée	0.19
actualisées	0.06
actualisés	0.03
actualité	7.71
actualités	2.06
actuarielle	0.03
actuarielles	0.03
actuariels	0.03
actuation	0.03
actuel	27.06
actuelle	36.61
actuellement	60.19
actuelles	12.87
actuels	11.29
actéon	0.03
acuité	3.77
acumen	0.13
acupuncteur	0.03
acupuncture	0.29
acéphale	0.23
acéphales	0.03
acéré	0.65
acérée	0.39
acérées	0.52
acérés	0.48
acétate	1.26
acétates	0.10
acétique	1.81
acétone	0.74
acétylant	0.03
acétylation	0.03
acétylcellulose	0.06
acétylcelluloses	0.03
acétylcholine	0.48
acétylcoenzyme	0.06
acétylsalicylique	0.03
acétylène	1.58
acétylé	0.10
acétylée	0.03
acétyléniques	0.03
adage	1.23
adages	0.10
adagio	0.52
adam	29.77
adamantin	0.19
adamantine	0.06
adamique	0.10
adamite	0.03
adams	1.71
adapta	0.35
adaptabilité	0.55
adaptable	0.39
adaptables	0.23
adaptai	0.03
adaptaient	0.23
adaptais	0.06
adaptait	0.55
adaptant	1.87
adaptateur	0.23
adaptatif	0.06
adaptatifs	0.26
adaptation	18.19
adaptations	2.84
adaptative	0.19
adaptatives	0.35
adapte	3.13
adaptent	1.39
adapter	13.77
adaptera	0.06
adapterai	0.03
adapterais	0.03
adapterait	0.10
adapterons	0.03
adapteront	0.06
adaptes	0.03
adaptez	0.03
adaptât	0.03
adaptèrent	0.10
adapté	6.16
adaptée	4.77
adaptées	4.39
adaptés	4.87
addenda	0.06
addisonien	0.03
addisoniens	0.10
additif	0.26
additifs	0.26
addition	11.81
additionnaient	0.16
additionnais	0.03
additionnait	0.10
additionnant	0.55
additionne	0.55
additionnel	2.77
additionnelle	1.10
additionnelles	0.48
additionnels	1.26
additionnent	0.42
additionner	1.03
additionnera	0.03
additionneraient	0.03
additionnerait	0.03
additionneuses	0.06
additionnez	0.06
additionnions	0.03
additionnons	0.13
additionné	0.61
additionnée	0.65
additionnées	0.32
additionnés	0.35
additions	2.35
additive	0.48
additivement	0.10
additives	0.16
additivité	0.42
adduction	0.68
adductions	0.26
adduite	0.03
adduits	0.03
adelphophagie	0.06
adepte	1.71
adeptes	5.52
adhère	2.03
adhèrent	0.94
adhéra	0.16
adhéraient	0.42
adhérais	0.03
adhérait	0.65
adhérant	0.97
adhérence	2.74
adhérences	0.52
adhérent	0.90
adhérente	0.13
adhérentes	0.74
adhérents	6.39
adhérer	2.90
adhérera	0.10
adhérerons	0.03
adhéreront	0.06
adhérez	0.03
adhérons	0.03
adhérèrent	0.19
adhéré	0.61
adhésif	0.58
adhésifs	0.32
adhésion	10.61
adhésions	0.58
adhésive	0.13
adhésives	0.10
adhésivité	0.03
adiabatique	1.03
adiabatiquement	0.06
adiabatiques	0.16
adialectique	0.03
adiaphorie	0.13
adieu	24.06
adieusas	0.03
adieux	5.74
adipeuse	0.13
adipeuses	0.06
adipeux	0.84
adipique	0.13
adipose	0.06
adiposité	0.10
adja	0.16
adjacent	0.16
adjacente	0.39
adjacentes	0.52
adjacents	0.45
adjas	0.32
adjectif	3.03
adjectifs	1.81
adjectival	0.03
adjectivales	0.06
adjective	0.03
adjoignaient	0.06
adjoignait	0.19
adjoignant	0.39
adjoigne	0.03
adjoignent	0.06
adjoignez	0.03
adjoignirent	0.13
adjoignit	0.87
adjoignons	0.06
adjoignît	0.03
adjoindra	0.06
adjoindre	2.32
adjoindront	0.03
adjoins	0.03
adjoint	8.45
adjointe	0.52
adjointes	0.23
adjoints	7.84
adjonction	3.55
adjonctions	0.35
adjudant	12.35
adjudante	0.03
adjudants	0.81
adjudicataire	0.13
adjudicataires	0.13
adjudication	0.81
adjudications	0.29
adjuge	0.06
adjugeait	0.10
adjugeant	0.03
adjuger	0.06
adjugeraient	0.03
adjugé	0.29
adjugée	0.03
adjugés	0.03
adjura	0.06
adjurai	0.10
adjuraient	0.03
adjurais	0.06
adjurait	0.29
adjurant	0.26
adjuration	0.23
adjurations	0.06
adjure	0.26
adjurent	0.03
adjurer	0.26
adjurerait	0.06
adjuré	0.19
adjutrice	0.03
adjuva	0.03
adjuvant	0.39
adjuvants	0.32
adlérienne	0.03
admet	17.55
admets	2.68
admettaient	1.03
admettais	0.48
admettait	4.77
admettant	5.16
admette	0.58
admettent	3.65
admettez	0.35
admettiez	0.03
admettions	0.29
admettons	3.61
admettra	1.10
admettrai	0.42
admettraient	0.13
admettrais	0.10
admettrait	0.55
admettras	0.10
admettre	30.45
admettrez	0.10
admettriez	0.03
admettrons	0.71
admettront	0.10
administra	0.29
administrai	0.06
administraient	0.19
administrais	0.06
administrait	0.52
administrant	0.32
administrateur	5.84
administrateurs	7.42
administratif	14.42
administratifs	12.19
administration	85.29
administrations	16.26
administrative	22.03
administrativement	0.68
administratives	14.87
administre	1.29
administrent	0.68
administrer	3.26
administrera	0.16
administreraient	0.03
administres	0.03
administrez	0.06
administrât	0.03
administrèrent	0.03
administré	1.87
administrée	2.23
administrées	0.81
administrés	2.45
admira	1.58
admirable	20.52
admirablement	5.03
admirables	6.90
admirai	0.45
admiraient	1.06
admirais	3.23
admirait	6.45
admirant	1.13
admirateur	0.90
admirateurs	2.16
admiratif	1.55
admiratifs	0.74
admiration	20.90
admirations	0.39
admirative	1.16
admirativement	0.10
admiratives	0.35
admiratrice	0.23
admiratrices	0.35
admire	8.94
admirent	1.10
admirer	11.97
admirera	0.03
admirerai	0.03
admirerais	0.10
admirerait	0.16
admirerez	0.03
admirerons	0.06
admireront	0.06
admires	0.19
admirez	0.77
admiriez	0.10
admirions	0.48
admirons	0.90
admirâmes	0.03
admirèrent	0.39
admiré	3.16
admirée	0.87
admirées	0.16
admirés	0.39
admis	29.58
admise	6.61
admises	3.42
admissibilité	1.39
admissible	1.61
admissibles	1.26
admission	15.74
admissions	0.13
admit	2.81
admixtion	0.03
admonesta	0.10
admonestait	0.03
admonestation	0.19
admonestations	0.06
admoneste	0.16
admonestât	0.03
admonesté	0.03
admonestée	0.03
admonestés	0.06
admonition	0.06
admonitions	0.03
admît	0.19
adn	10.87
ado	0.16
adobe	0.03
adolescence	10.52
adolescences	0.03
adolescent	9.39
adolescente	4.90
adolescentes	1.35
adolescents	8.23
adonc	0.23
adoncques	0.06
adonis	0.87
adonisant	0.03
adonise	0.03
adonna	0.26
adonnai	0.06
adonnaient	0.39
adonnais	0.06
adonnait	0.55
adonnant	0.13
adonne	0.81
adonnent	0.39
adonner	1.00
adonnera	0.03
adonnerait	0.03
adonnions	0.03
adonnèrent	0.03
adonné	0.71
adonnée	0.06
adonnées	0.06
adonnés	0.29
adopta	2.84
adoptable	0.03
adoptai	0.23
adoptaient	0.26
adoptais	0.03
adoptait	1.65
adoptant	2.16
adoptants	0.03
adopte	5.94
adoptent	2.03
adopter	12.94
adoptera	0.45
adopterai	0.03
adopteraient	0.10
adopterait	0.26
adopterez	0.10
adopterons	0.26
adopteront	0.10
adoptez	0.06
adoptif	1.10
adoptifs	0.26
adoption	8.81
adoptions	0.26
adoptive	0.55
adoptives	0.06
adoptons	0.55
adoptât	0.26
adoptèrent	1.23
adopté	15.13
adoptée	9.65
adoptées	4.74
adoptés	3.03
adora	0.03
adorable	4.00
adorablement	0.19
adorables	1.06
adorai	0.10
adoraient	1.10
adorais	1.39
adorait	5.00
adorant	0.16
adorante	0.06
adorants	0.03
adorateur	0.26
adorateurs	0.90
adoration	4.13
adorations	0.16
adoratrices	0.03
adore	9.74
adorent	1.55
adorer	2.55
adorera	0.13
adorerai	0.03
adorerais	0.06
adorerait	0.06
adoreront	0.03
adores	0.23
adorez	0.16
adoriez	0.03
adorions	0.16
adornaient	0.10
adornait	0.06
adorne	0.03
adorné	0.03
adorons	0.39
adorât	0.03
adoré	1.87
adorée	1.19
adorées	0.16
adorés	0.42
ados	0.23
adossa	1.13
adossai	0.06
adossaient	0.16
adossais	0.06
adossait	0.35
adossant	0.16
adosse	0.55
adossent	0.13
adosser	0.68
adossèrent	0.06
adossé	3.48
adossée	1.48
adossées	0.23
adossés	1.03
adouba	0.03
adoubement	0.16
adoubements	0.03
adoubé	0.16
adouci	0.87
adoucie	0.68
adoucies	0.23
adoucir	2.10
adoucira	0.10
adoucirait	0.06
adoucirent	0.10
adoucis	0.23
adoucissaient	0.19
adoucissais	0.03
adoucissait	0.71
adoucissant	0.29
adoucissantes	0.19
adoucissants	0.03
adoucisse	0.10
adoucissement	0.52
adoucissements	0.10
adoucissent	0.19
adoucisseurs	0.10
adoucit	1.23
adoucît	0.03
adp	0.29
adragante	0.06
adressa	5.81
adressable	0.03
adressai	1.32
adressaient	1.97
adressais	0.71
adressait	7.87
adressant	6.16
adressassent	0.03
adresse	44.00
adressent	3.71
adresser	13.81
adressera	0.19
adresserai	0.16
adresseraient	0.23
adresserais	0.13
adresserait	0.45
adresserez	0.03
adresserons	0.03
adresseront	0.03
adresses	3.81
adressez	0.45
adressiez	0.06
adressions	0.26
adressons	0.42
adressâmes	0.06
adressât	0.32
adressèrent	0.39
adressé	7.13
adressée	5.00
adressées	2.77
adressés	1.61
adret	0.10
adrets	0.23
adriatique	1.77
adriatiques	0.03
adroit	2.87
adroite	0.61
adroitement	1.45
adroites	0.16
adroits	0.52
adrénaline	1.35
adrénergiques	0.03
adsorbables	0.03
adsorbant	0.16
adsorbantes	0.13
adsorbants	0.03
adsorbe	0.03
adsorbent	0.03
adsorber	0.16
adsorbé	0.32
adsorbée	0.10
adsorbées	0.06
adsorbés	0.23
adsorption	1.26
adulaient	0.03
adulait	0.03
adulateur	0.10
adulation	0.58
adulations	0.10
aduler	0.03
adultat	0.10
adulte	30.87
adultes	32.48
adultère	3.03
adultèrent	0.03
adultères	0.61
adultéraient	0.03
adultération	0.10
adultérer	0.03
adultérin	0.03
adultérine	0.10
adultérins	0.10
adultéré	0.06
adultérée	0.06
adultérées	0.03
adulé	0.32
adulée	0.26
adulés	0.19
advenaient	0.03
advenait	0.45
advenant	0.10
advenir	1.87
adventice	0.42
adventices	0.39
adventifs	0.16
advenu	1.55
advenue	0.35
advenues	0.06
adverbe	0.32
adverbes	0.45
adverbialement	0.03
adverbiaux	0.03
adversaire	21.65
adversaires	14.35
adverse	4.10
adverses	2.13
adversité	1.35
adversités	0.03
adviendra	0.48
adviendraient	0.06
adviendrait	0.52
advienne	0.68
adviennent	0.03
advient	2.00
advint	1.42
advînt	0.19
adélie	0.29
adénie	0.03
adénine	0.58
adénite	0.10
adénites	0.03
adénofibrome	0.06
adénomateuse	0.03
adénome	0.32
adénomes	0.23
adénopathie	0.16
adénopathies	0.39
adénosine	1.23
adénovirus	0.10
adénoïde	0.03
adénoïdes	0.03
adéquat	2.42
adéquate	2.71
adéquatement	0.26
adéquates	1.00
adéquation	0.74
adéquats	0.97
aequo	0.48
affabilité	0.71
affabilités	0.03
affable	1.97
affablement	0.10
affables	0.42
affabulation	1.00
affabulations	0.16
affabule	0.06
affabuler	0.03
affabulé	0.03
affabulée	0.03
affadi	0.19
affadie	0.16
affadies	0.03
affadir	0.16
affadis	0.03
affadissaient	0.03
affadissait	0.16
affadissant	0.03
affadissante	0.03
affadisse	0.03
affadissement	0.13
affadit	0.06
affaibli	2.06
affaiblie	1.39
affaiblies	0.45
affaiblir	2.13
affaiblira	0.06
affaibliraient	0.13
affaiblirait	0.16
affaiblirent	0.03
affaibliront	0.03
affaiblis	0.90
affaiblissaient	0.16
affaiblissais	0.03
affaiblissait	0.58
affaiblissant	0.65
affaiblisse	0.06
affaiblissement	3.39
affaiblissements	0.19
affaiblissent	0.61
affaiblit	1.65
affaira	0.32
affairai	0.03
affairaient	1.19
affairais	0.03
affairait	1.32
affairant	0.42
affaire	106.90
affairement	0.39
affairements	0.10
affairent	0.94
affaireraient	0.03
affaireront	0.03
affaires	96.90
affairions	0.03
affairisme	0.06
affairiste	0.10
affairistes	0.06
affairons	0.03
affairèrent	0.10
affairé	0.87
affairée	0.81
affairées	0.23
affairés	0.74
affaissa	0.65
affaissaient	0.23
affaissait	0.39
affaissant	0.42
affaisse	0.97
affaissement	1.00
affaissements	0.16
affaissent	0.65
affaisser	0.45
affaisseraient	0.06
affaisserait	0.03
affaissions	0.03
affaissèrent	0.06
affaissé	1.23
affaissée	0.65
affaissées	0.16
affaissés	0.26
affala	1.03
affalai	0.06
affalaient	0.10
affalais	0.06
affalait	0.26
affalant	0.45
affale	0.71
affalement	0.06
affalent	0.19
affaler	1.00
affalons	0.03
affalèrent	0.06
affalé	1.94
affalée	0.61
affalées	0.29
affalés	0.55
affamaient	0.06
affamait	0.16
affamant	0.03
affamantes	0.03
affame	0.10
affamer	0.19
affameurs	0.03
affamé	2.35
affamée	1.55
affamées	0.65
affamés	3.32
affecta	1.00
affectai	0.10
affectaient	1.03
affectais	0.19
affectait	2.74
affectant	3.10
affectassent	0.03
affectataire	0.03
affectation	7.35
affectations	0.94
affecte	4.52
affectent	3.74
affecter	3.74
affectera	0.13
affecterai	0.03
affecteraient	0.03
affecterait	0.10
affecterions	0.03
affecteront	0.13
affectes	0.03
affectez	0.03
affectiez	0.03
affectif	3.39
affectifs	1.48
affection	23.87
affectionnaient	0.10
affectionnais	0.06
affectionnait	0.87
affectionnant	0.06
affectionne	0.77
affectionnent	0.48
affectionner	0.19
affectionnez	0.06
affectionné	0.10
affectionnée	0.16
affectionnées	0.03
affectionnés	0.03
affections	8.19
affective	4.39
affectivement	0.39
affectives	2.03
affectivité	1.81
affectons	0.16
affects	0.03
affectueuse	3.16
affectueusement	1.84
affectueuses	0.74
affectueux	4.55
affectuosité	0.03
affectâmes	0.03
affectât	0.06
affectèrent	0.35
affecté	7.97
affectée	4.65
affectées	3.39
affectés	6.52
affermage	0.06
affermaient	0.06
affermant	0.10
afferme	0.06
affermer	0.03
affermi	0.29
affermie	0.45
affermies	0.06
affermir	1.23
affermirait	0.06
affermis	0.23
affermissaient	0.10
affermissait	0.32
affermissant	0.26
affermisse	0.03
affermissement	0.29
affermissent	0.13
affermit	1.32
affermé	0.03
affermée	0.03
affermés	0.03
afficha	0.29
affichage	1.48
affichages	0.03
affichaient	0.68
affichais	0.32
affichait	2.52
affichant	0.81
affiche	6.77
affichent	0.48
afficher	2.74
affichera	0.03
afficheraient	0.03
afficherait	0.06
affiches	7.32
affichette	0.52
affichettes	0.19
afficheur	0.16
afficheurs	0.03
affichez	0.06
affichions	0.06
affichiste	0.06
affichistes	0.03
affichons	0.03
affichât	0.06
affichèrent	0.10
affiché	1.35
affichée	0.87
affichées	0.39
affichés	0.61
affidé	0.06
affidée	0.06
affidés	0.13
affile	0.10
affiler	0.03
affileur	0.03
affilia	0.03
affiliaient	0.03
affiliant	0.03
affiliation	0.97
affiliations	0.10
affilie	0.03
affilient	0.06
affilier	0.23
affilié	0.68
affiliée	0.26
affiliées	0.42
affiliés	1.39
affilé	0.03
affilée	2.00
affilées	0.10
affilés	0.06
affina	0.06
affinage	0.52
affinages	0.03
affinaient	0.03
affinait	0.42
affinant	0.23
affine	0.87
affinement	0.45
affinent	0.16
affiner	0.65
affinerait	0.03
affines	0.06
affinitaires	0.06
affinité	3.65
affinités	5.42
affins	0.03
affiné	0.61
affinée	0.52
affinées	0.16
affinés	0.06
affiquets	0.03
affirma	6.13
affirmai	0.42
affirmaient	1.94
affirmais	0.61
affirmait	7.94
affirmant	4.03
affirmatif	0.90
affirmatifs	0.10
affirmation	12.32
affirmations	4.32
affirmative	1.71
affirmativement	0.48
affirmatives	0.10
affirmatrice	0.03
affirme	18.29
affirment	4.68
affirmer	23.52
affirmera	0.45
affirmerai	0.03
affirmerait	0.16
affirmeras	0.03
affirmerons	0.03
affirmeront	0.13
affirmes	0.10
affirmez	0.19
affirmiez	0.06
affirmions	0.13
affirmons	0.35
affirmât	0.13
affirmèrent	0.68
affirmé	5.55
affirmée	2.68
affirmées	0.42
affirmés	0.68
affixe	0.13
affixes	0.13
affixé	0.03
afflanqué	0.03
affleura	0.23
affleuraient	0.26
affleurait	0.61
affleurant	0.19
affleure	1.26
affleurement	0.77
affleurements	0.55
affleurent	0.65
affleurer	1.03
affleurez	0.03
affleurons	0.03
affleurât	0.03
affleurèrent	0.06
affleuré	0.10
affliction	1.42
afflictions	0.19
afflictive	0.03
afflige	0.65
affligea	0.10
affligeaient	0.03
affligeait	0.16
affligeant	0.61
affligeante	0.42
affligeantes	0.16
affligeants	0.06
affligent	0.06
affliger	0.23
affligerons	0.03
affligeront	0.03
affliges	0.06
affligez	0.03
affligèrent	0.03
affligé	2.00
affligée	0.77
affligés	0.58
afflua	0.16
affluaient	1.06
affluait	0.29
affluant	0.19
afflue	0.45
affluence	1.97
affluent	1.94
affluente	0.03
affluentes	0.06
affluents	0.55
affluer	1.00
afflueraient	0.03
afflux	2.68
affluèrent	0.58
afflué	0.19
affola	1.03
affolai	0.06
affolaient	0.26
affolais	0.13
affolait	1.35
affolant	1.00
affolante	0.48
affolantes	0.13
affolants	0.16
affole	2.29
affolement	2.97
affolent	0.45
affoler	1.45
affolera	0.03
affolerais	0.03
affolerait	0.03
affoles	0.10
affolez	0.19
affolons	0.16
affolât	0.03
affolèrent	0.06
affolé	3.97
affolée	2.71
affolées	0.65
affolés	2.00
afforestation	0.03
affouage	0.23
affouages	0.03
affouagistes	0.03
affouillait	0.03
affouillant	0.03
affouillement	0.13
affouillements	0.06
affouiller	0.06
affouillé	0.03
affouillés	0.03
affourche	0.03
affranchi	2.26
affranchie	1.29
affranchies	0.45
affranchir	4.06
affranchira	0.10
